,786-0,A498,A549/ATCC,ACHN,BT-549,CAKI-1,CCRF-CEM,COLO 205,DU-145,EKVX,HCC-2998,HCT-116,HCT-15,HL-60(TB),HOP-62,HOP-92,HS 578T,HT29,IGROV1,K-562,KM12,LOX IMVI,M14,MALME-3M,MCF7,MDA-MB-231/ATCC,MDA-MB-435,MDA-MB-468,MOLT-4,NCI-H226,NCI-H23,NCI-H322M,NCI-H460,NCI-H522,NCI/ADR-RES,OVCAR-3,OVCAR-4,OVCAR-5,OVCAR-8,PC-3,RPMI-8226,RXF 393,SF-268,SF-295,SF-539,SK-MEL-2,SK-MEL-28,SK-MEL-5,SK-OV-3,SN12C,SNB-19,SNB-75,SR,SW-620,T-47D,TK-10,U251,UACC-257,UACC-62,UO-31
"('Ifosfamide', 'Vinorelbine tartrate')",-200.6770186,-219.7396058,-197.2211057,-242.7572747,-195.5487204,-241.402699,-186.8575288,-164.9202836,-170.5495582,-177.2512738,-206.0692945,-177.4915049,-255.8795371,-168.1001295,-186.3822995,-173.8039843,-188.6467655,-162.154376,-181.6435539,-177.0180011,-283.2465877,-244.0123138,-168.0891231,-117.8253227,-203.7087869,-176.2327842,-28.37263487,-194.7778089,-204.736638,-99.6767444,-167.7323529,-218.5675463,-167.8329922,-146.7964141,-269.7385867,-86.54224807,-233.3521503,-220.1970351,-212.4368046,-180.2842757,-118.5835061,-141.1101953,-180.144656,-232.1030014,-153.2675696,-163.1090527,-234.5026656,-113.60058,-189.9151642,-201.4737881,-212.8002681,-177.9928171,-53.21338752,-184.6799479,-209.6329188,-233.6030288,-201.5557422,-189.1460345,-149.4859819,-293.1965359
"('Ifosfamide', 'Axitinib')",-264.0300616,-274.9915247,-266.991563,-319.5476183,-247.2664524,-330.7731591,-269.009978,-289.6217243,-301.6573997,-309.6113563,-258.1494096,-260.3029856,-252.9239527,-163.9775212,-315.4693414,-295.8287331,-180.8488281,-307.6011237,-259.9508229,-188.7265986,-232.5445876,-319.0854955,-311.1798887,-286.2639492,-253.3656157,-275.924976,-272.0070598,-314.0328041,-180.8001587,-345.2025325,-321.9069453,-334.6818974,-266.3474382,-240.7892223,-316.7999484,-381.7604657,-352.6748279,-327.8180052,-309.7409378,-237.3994404,-180.2016,-98.63515157,-276.0544083,-302.3331696,-325.8282046,-274.4553124,-244.2716032,-375.0324438,-325.0879624,-252.5773698,-279.2669022,-318.332611,-296.3207147,-303.6381918,-303.3853112,-309.69844,-304.9639262,-295.4729235,-266.6759611,-304.368425
"('Amifostine', 'Teniposide')",-186.854171,-183.8616693,-152.652166,-174.3360844,-123.644446,-209.8746935,-100.1373782,-173.9876048,-138.8137435,-232.7396157,-191.8045617,-254.9825686,-246.6900508,-100.4729969,-144.4702485,-232.1450013,-160.2247667,-193.9106028,-148.6100422,-165.824386,-240.7011514,-211.8821638,-229.6163953,-239.3819978,-93.45967973,-164.4058947,-294.3509257,-186.0125808,45.83888096,-132.7862019,-202.1630243,-306.5305928,-169.4900043,-187.5053198,-279.9926843,-152.9819714,-275.9560062,-255.3554482,-234.3926431,-266.8564589,-217.2821791,-227.7430603,-240.3770692,-200.9516556,-149.9592141,-186.8891198,-269.2768829,-207.7647062,-233.0364411,-205.8420457,-109.2728723,-158.6486858,-13.3337633,-216.0284547,-169.4840909,-207.2096931,-132.9712588,-259.8312253,-218.8815448,-239.2539396
"('Amifostine', 'Vinorelbine tartrate')",-193.7338595,-247.2027569,-214.3820847,-238.7036442,-139.3861453,-216.7970819,-197.503423,-135.6881453,-199.3924989,-173.250125,-127.2096708,-238.1628008,-246.7807104,-226.0026369,-209.6570589,-243.7196892,-171.7445548,-163.6973278,-235.8381817,-114.1494311,-241.0245267,-219.3871954,-168.5839975,-158.9137004,-191.5583325,-199.1752294,-107.0781332,-193.4777104,-188.0814877,-177.3027406,-226.0053195,-220.5534931,-204.6080766,-206.1318098,-265.8444855,-112.5399477,-258.5120179,-183.9060746,-209.5843333,-209.8855038,-258.8627345,-167.3244677,-203.5247249,-255.825604,-182.8581819,-166.2107241,-188.4714129,-189.3963568,-241.4181071,-190.7020198,-126.9542829,-231.6339275,-134.8126941,-232.3120662,-207.1498969,-249.6304035,-203.2314699,-212.2218629,-176.8645367,-280.153002
"('Amifostine', 'Crizotinib')",-245.034471,-289.8410383,-257.8915197,-290.1916069,-313.6813431,-252.6696797,-138.9613202,-295.2718413,-292.0987793,-321.7262336,-267.9535961,-285.9934778,-279.1425902,-151.831669,-307.5501477,-268.3543974,-347.1455622,-304.1892352,-299.7319539,-217.1702054,-226.9030391,-327.6922832,-325.9683529,-337.8585651,-277.6139499,-276.5199974,-241.4958629,-303.5648186,-226.1359893,-259.5904915,-313.8319196,-399.3452963,-246.0294249,-341.3336479,-326.3774094,-334.2502615,-289.2751861,-320.9398372,-302.9119215,-310.2023901,-215.24098,-421.9358637,-264.2350304,-280.7568327,-297.6721869,-299.0335871,-259.3916952,-307.7733098,-261.5975371,-310.0930988,-267.5832598,-258.1207458,-111.7969176,-333.075929,-237.3292734,-280.7397245,-316.044943,-304.0284559,-305.1836717,-269.3864308
"('Amifostine', 'Axitinib')",-237.1174257,-271.815755,-310.2736231,-307.5167754,-205.7360287,-307.6850694,-259.9208741,-185.1430539,-305.1580611,-324.3498912,-387.6383263,-257.5084271,-300.1611592,-266.763232,-268.6975828,-292.5246403,-247.566318,-274.5097622,-306.8601201,-172.1390758,-295.6550227,-259.2572526,-322.1039452,-279.7083466,-276.6294643,-306.6265751,-270.9521701,-225.3199981,-195.6727242,-304.5489154,-278.549498,-300.3750888,-287.4142752,-325.041842,-340.0272679,-326.7963779,-306.1402727,-316.3308923,-294.9521229,-270.8898212,109.8797073,-315.0215198,-191.6020413,-310.9519305,-290.1229673,-296.2631812,-198.209934,-292.3570294,-258.4842762,-292.5320844,-251.643077,-305.3537429,0.6620446,-251.2118502,-260.627811,-228.8902177,-289.9451772,-273.736318,-218.4520467,-295.9025488
"('Chlorambucil', 'Teniposide')",-191.7658339,-225.227577,-181.3317104,-120.2352111,-102.1614104,-122.2458998,-78.02716505,-142.6639613,-126.3019719,-209.7091845,-246.5360146,-189.1891987,-213.9814172,42.54342302,-126.8807524,-174.3319303,-182.2121218,-250.29698,-174.9020828,-170.5373741,-247.135139,-159.7966612,-111.1586491,-249.2603291,-233.8261838,-210.3677115,-189.3151716,-152.7091731,0.63780226,-237.6027094,-111.4288295,-429.0239109,-117.5292607,-158.7488012,-259.3879765,-101.5603449,-299.4427392,-212.9997955,-164.8418461,-267.1604223,-24.7992848,-193.6271711,-135.6004655,-166.2255208,-110.6689307,-134.1712549,-188.4623045,-114.075619,-212.562153,-176.9256421,-193.4944139,-158.6555725,64.46476933,-163.887072,-185.7372768,-165.3418119,-137.7253849,-241.7272089,-151.9520441,-248.02686
"('Chlorambucil', 'Axitinib')",-180.7179094,-186.6714121,-245.0277712,-206.2799461,-214.0136607,-264.2698198,-143.5773379,-199.0805185,-203.9391294,-289.2137471,-266.2232704,-188.3109941,-292.4277357,-170.2841211,-239.2009162,-215.930288,-241.9640943,-276.9268724,-259.7775657,-105.0492932,-261.6721011,-212.9209485,-227.9632545,-270.6978647,-209.0332632,-296.7593498,-289.0492691,-164.1530284,-43.91277721,-243.2065652,-240.4735512,-296.1579762,-227.4495114,-187.0799947,-217.5377215,-277.8893208,-335.8581472,-290.0313616,-192.5696366,-292.2359606,-159.6864723,-159.6584161,-233.7063648,-211.2919991,-197.9571645,-230.3524551,-244.7036003,-230.4516078,-232.1352208,-222.2704155,-204.3387239,-176.8770611,-57.46538424,-228.3135416,-270.0147168,-283.192841,-185.6976018,-282.5991114,-193.5103852,-220.046402
"('Hydroxyurea', 'Teniposide')",-138.2484329,-184.6018411,-166.5865655,-82.046731,-93.1678628,-114.9278608,-66.45485257,-136.7494908,-157.0550042,-244.9607846,-190.9005565,-189.0951344,-167.9826111,33.19154748,-165.4634253,-160.2327704,-131.0998748,-177.262803,-187.5073895,-143.52872,-233.582366,-136.408139,-173.5599675,-181.0098907,-184.1682741,-191.3309419,-227.5460407,-200.497165,6.00070096,-231.1490564,-71.96524026,-322.815658,-100.5481303,-218.0758958,-264.5844762,-206.2478693,-307.3490245,-253.6278352,-177.959391,-213.9088663,44.18519767,-233.4782324,-107.2822008,-171.3187217,-154.316794,-195.0478085,-186.0255897,-175.3890135,-245.5690308,-161.4681987,-136.0762291,-188.8124494,114.0178051,-132.6436992,-141.4740525,-190.0120705,-137.6368932,-265.2127309,-166.9403275,-239.667573
"('Hydroxyurea', 'Vinorelbine tartrate')",-217.0706781,-212.5545862,-209.2325345,-155.7497894,-153.4233619,-272.149377,-171.5229657,-169.2443052,-189.7745107,-237.6616555,-144.1493142,-193.6487912,-251.5237856,-141.4269125,-191.4227646,-208.4680305,-186.2629408,-178.2043838,-201.0732959,-173.199868,-253.7679474,-226.3466361,-214.6083384,-136.1345918,-164.5204139,-175.5872871,-107.9408287,-185.8391265,-197.3696286,-170.5546864,-195.5303427,-181.9047946,-185.4934482,-84.94039192,-272.8987001,-143.895148,-247.9917766,-215.4392288,-208.6206492,-185.4583497,45.28830067,-172.6676383,-207.7977177,-246.7433967,-164.5260459,-128.6173273,-131.0248335,-98.69365983,-211.3280778,-201.8019246,-184.8358015,-186.000935,-94.45177723,-178.5805753,-194.591561,-212.6964236,-203.6619706,-236.4981664,-196.6370846,-287.7698458
"('Hydroxyurea', 'Axitinib')",-297.6235958,-233.3351584,-275.998741,-240.3664567,-229.2587398,-294.5904662,-244.6390222,-212.4453458,-278.5681715,-292.650772,-231.8242833,-326.5630921,-265.1717798,-336.6033486,-318.8449906,-293.0684505,-151.4290255,-198.4279466,-299.1848669,-203.1533301,-232.3783906,-307.0917021,-334.6670479,-242.3416265,-218.833658,-253.4139907,-202.521168,-286.6510308,-213.9389981,-298.5308433,-294.7268667,-330.9164158,-250.5620053,-251.0628974,-286.8163963,-249.7240011,-261.6376252,-251.6736633,-294.8541123,-277.9556834,-192.4773596,-346.0129711,-232.3757724,-287.27892,-277.8240266,-233.4255095,-263.6041977,-236.5630593,-288.3289961,-297.047369,-277.9481846,-311.0764235,-188.1359885,-248.905865,-274.3364151,-264.1025951,-276.2655038,-305.8296,-245.2042481,-270.2037646
"('Estramustine phosphate sodium', 'Teniposide')",-148.9253599,-171.2677173,-124.9701152,-177.7171781,-87.49467566,-156.0820881,-36.86950504,-47.84635416,-88.05876364,-184.6194157,-170.681715,-150.5285103,-165.4681209,-43.43820527,-135.2274034,-134.2775689,-149.4635912,-194.3058493,-192.1498138,-116.0191181,-250.962559,-175.6220208,-202.747494,-221.6109763,-180.774016,-154.9713809,-202.2398903,-187.9446486,170.5779166,-194.8842423,-106.4482914,-271.3370576,-105.3746304,-184.5727379,-284.769763,-238.9475697,-305.6636107,-241.5773716,-199.0774837,-248.632758,2.241382927,-206.5704325,-182.7383412,-190.2430473,-187.2506964,-161.244136,-244.0240481,-122.3750791,-204.1576496,-156.5446055,-155.6193846,-178.9195792,154.306204,-111.1578741,-144.965779,-182.2862729,-74.1544444,-278.382806,-212.1870328,-240.6240639
"('Estramustine phosphate sodium', 'Vinorelbine tartrate')",-183.1415774,-208.3197965,-172.0479975,-151.6861707,-22.65972076,-196.3163536,-185.8112442,-163.174633,-182.2047623,-185.5478618,-136.756393,-160.4066014,-212.9695824,-157.616021,-177.3466795,-145.2439458,-99.2915804,-135.4831773,-204.2416846,-69.13867395,-201.6284637,-218.5344756,-159.3566554,-146.9763697,-221.4781638,-187.3347256,-88.15587296,-150.3475965,17.12304555,-161.6402023,-115.8920225,-168.2411462,-179.2173408,-152.8404042,-293.9631414,-120.0953364,-215.701347,-155.6766442,-187.6064573,-165.7737939,-50.53026973,-101.3074988,-207.1211303,-204.9786278,-171.2494608,-151.941936,-169.9109209,-142.2010378,-147.9304834,-175.5678306,-139.465036,-206.5121728,41.35283,-159.9982515,-268.2974578,-216.4440388,-173.0137773,-219.6007189,-154.5009516,-283.8692645
"('Exemestane', 'Axitinib')",-184.5817435,-164.4813477,-215.8035117,-229.5076023,-183.7346091,-222.7212092,-179.9910085,-159.5116276,-191.8516502,-198.3367402,-253.3371005,-193.072826,-167.6537514,-196.7124544,-169.6598348,-211.7602019,-197.0807993,-178.8071715,-206.5594977,-54.23659727,-194.9830889,-251.6460671,-164.3170723,-229.5008765,-183.0902975,-251.5441876,-137.1485272,-156.6752787,-121.0099084,-171.2431004,-150.4757674,-209.1148323,-216.3801893,-151.424197,-192.8254282,-232.0830536,-188.9285964,-188.9465912,-193.7681258,-234.8432323,-162.5852756,-200.1619221,-149.4318766,-204.864589,-105.4772145,-145.2632534,-188.8688944,-152.7916895,-197.881442,-212.9580844,-230.4584583,-194.2001226,-133.5008228,-215.2176066,-234.2492057,-195.657531,-159.1264518,-186.842546,-220.518541,-175.0192286
"('Amifostine', 'Carmustine')",-258.4558667,-278.5909867,-256.2018,-302.8927267,-319.4349293,-413.3696333,-278.5212,-321.2993133,-252.2923333,-255.4042247,-242.22248,-302.31584,-311.972012,-223.485248,-287.641868,-292.629232,-201.4088667,-232.0729333,-295.1021913,-188.4954387,-262.0677813,-347.1378733,-244.5366073,-286.081,-276.648786,-248.5252253,-243.2981287,-236.6706667,-237.2862633,-320.561864,-241.148912,-297.073312,-267.249652,-238.967824,-223.2576333,-380.8300387,-317.40689,-332.56686,-345.4836833,-255.5522633,-267.926342,-250.32574,-274.8373093,-281.0626813,-189.9605827,-113.0917087,-279.764592,-261.700782,-316.6385593,-324.235266,-235.1010693,-270.987844,-191.308104,-258.455832,-263.8698987,-266.9379167,-228.4852033,-249.7094867,-250.1268187,-221.150368
"('Ifosfamide', 'Vandetanib')",-259.8533468,-242.8972308,-261.4238792,-210.3193533,-227.3440152,-220.0966884,-396.7906518,-338.8092856,-265.6225412,-252.8515033,-270.8957232,-220.225825,-287.428467,-454.5641468,-282.4601238,-310.4268387,-202.0359821,-275.9207291,-142.3581351,-186.2277014,-310.5424773,-289.5829097,-334.9389386,-278.1559872,-262.0340579,-283.9135968,-320.3210676,-232.7705183,-280.9770447,-264.4966946,-251.4717087,-217.5833007,-255.7075574,-263.5232335,-298.224346,-280.1344855,-289.3327902,-257.3622325,-298.8848817,-301.3174377,-214.794766,-322.1483032,-309.7219292,-316.2652471,-312.8617287,-299.648048,-257.3605952,-300.5009269,-240.6439722,-283.8839583,-263.7369375,-277.3344855,-336.1540099,-334.9560913,-261.033169,-240.2930336,-298.5372721,-318.3846572,-298.3267052,-244.3687734
"('Amifostine', 'Vandetanib')",-255.146803,-240.6105825,-230.2069275,-219.7375412,-246.2458447,-227.648599,-298.7299377,-272.3333607,-265.7831151,-308.0982547,-290.7865054,-365.3079316,-239.9369975,-263.0736387,-300.5918351,-230.8793132,-320.4028421,-286.2082454,-154.0457583,-170.2133328,-297.2571132,-322.3147467,-315.4969436,-323.2210449,-273.1596881,-319.2752953,-274.2557776,-247.0474413,-272.2921108,-304.4709011,-338.5156153,-208.9125342,-262.2347247,-261.5272036,-317.8428486,-236.1815422,-295.7922245,-257.4737396,-283.949694,-308.3863091,-63.70556865,-269.4832465,-207.2310998,-290.9414555,-296.141382,-287.0725672,-291.5308072,-278.2963997,-217.5537081,-281.1872225,-278.4970732,-284.0537821,-174.9215198,-281.3497103,-281.757871,-229.6054738,-320.4255467,-278.4035212,-258.0430264,-232.4000031
"('Chlorambucil', 'Vandetanib')",-192.7451679,-202.0752439,-183.72948,-189.1777142,-216.0444757,-139.4586846,-170.9568551,-212.451781,-170.9528673,-227.7349123,-265.2074234,-202.3245446,-218.097244,-173.0076929,-228.2616924,-151.8309024,-192.1497174,-217.4691786,-119.397134,-119.5699225,-268.1849756,-231.8762914,-235.6636429,-231.3681428,-224.4910558,-215.7931915,-242.0134582,-149.8713198,-114.1849359,-267.137622,-191.9114456,-212.4897334,-212.309683,-198.4719199,-202.8876711,-255.1239774,-303.3894743,-202.4535438,-202.3211491,-236.4140018,-159.3177682,-211.190395,-209.190592,-229.6457567,-241.6323425,-247.2864206,-221.7132208,-243.2743432,-186.9177878,-174.7405203,-174.2786722,-162.2150813,-135.8084109,-199.3601872,-217.6014852,-243.861237,-203.6808337,-235.0339479,-226.4559926,-225.8524839
"('Hydroxyurea', 'Vandetanib')",-256.2387618,-223.6414126,-249.3296233,-167.5787275,-198.3088823,-179.4987962,-192.8568116,-246.2391806,-247.0383118,-245.1553584,-283.0618799,-292.2973637,-272.4938031,-17.05368809,-283.8116375,-295.5292507,-169.0632781,-242.6666482,-181.958099,-164.4102629,-271.5588532,-304.8844877,-269.0335227,-275.9714765,-204.8425305,-208.8209936,-272.52788,-270.568576,-251.9378485,-227.7898495,-263.2949779,-186.6553372,-269.7603108,-226.810106,-246.4715405,-245.8702404,-277.85448,-196.5085232,-294.8246447,-256.9981117,-173.4017128,-260.7122851,-204.9812021,-300.1987696,-289.2390038,-252.5492726,-255.1417846,-160.0371185,-216.8956296,-250.5451886,-299.434729,-264.9681508,-271.1640841,-240.2529962,-240.5712421,-238.3441983,-273.58112,-327.38572,-252.5787824,-229.7312857
"('Ifosfamide', 'Daunorubicin hydrochloride')",-265.6904772,-273.0822418,-243.65473,-208.9505332,-274.3896939,-257.3754735,-200.6422233,-178.5786165,-266.1057811,-274.597949,-215.315767,-233.0304334,-255.5495083,-266.8295969,-242.6987059,-268.3959911,-242.2298425,-233.943464,-207.7490236,-207.9120439,-306.2993202,-225.784078,-257.5714638,-237.2260917,-185.3408779,-252.2439931,-222.4665538,-228.7851083,-165.8170384,-212.7323873,-224.9371875,-294.3577679,-168.7415412,-201.8760438,-270.4937349,-232.2612977,-284.7369059,-186.3281891,-204.6252102,-262.5258187,-92.6104853,-169.9184813,-228.470416,-239.1965823,-198.165084,-242.9198155,-196.79711,-135.7681699,-272.0826906,-250.3062111,-230.4671828,-259.0606339,-82.39255316,-204.1282117,-246.9203472,-230.0337886,-215.0128679,-267.2843366,-255.3048677,-261.9121711
"('Hydroxyurea', 'Daunorubicin hydrochloride')",-226.9649919,-214.7403988,-228.0446634,-119.8387052,-211.9182884,-232.7083203,-132.2933168,-167.1154953,-220.8972413,-290.6462998,-218.8553758,-198.2297258,-210.1049663,-93.73708828,-216.3997409,-219.178937,-263.1282612,-232.7404431,-210.1285321,-190.56643,-299.2843319,-237.1955358,-253.4059244,-153.7354229,-206.959111,-194.436105,-261.964666,-203.9073408,-190.3547282,-185.5887664,-180.1784118,-212.6661147,-173.2713457,-139.3534379,-272.6820282,-238.1349351,-276.448987,-257.3274907,-215.5572804,-245.603008,212.9394227,-242.228188,-211.4018207,-234.5159872,-197.7979489,-113.5925219,-226.1312408,-105.0310965,-242.5913163,-206.6642473,-189.4215158,-192.0535551,54.77647992,-165.8088891,-145.0077491,-220.5757946,-238.3165396,-265.5649315,-229.3110695,-258.4443933
"('Ifosfamide', 'Vismodegib')",-269.9392215,-269.4422456,-263.3825161,-285.5022602,-237.020838,-327.6921496,-287.5002096,-269.2915698,-287.4078892,-255.1642591,-252.1402848,-289.1145544,-272.649036,-429.1566304,-317.0178123,-304.1038468,-256.3419977,-269.3778672,-248.7160606,-340.5915875,-228.8312983,-238.4166231,-311.6073966,-244.8245797,-210.85986,-270.0611493,-341.362289,-220.0212651,-290.8276322,-280.01732,-287.3087358,-274.2931835,-254.6286942,-288.0127932,-284.3762239,-291.022382,-263.5033574,-286.3607091,-238.468332,-300.9905402,-201.1628362,-292.644028,-259.1839845,-249.1108063,-324.0597254,-267.8915354,-248.7092832,-263.3346845,-253.4929504,-321.4731091,-274.5062583,-283.0274853,-234.15985,-299.8534093,-234.2009825,-237.52426,-297.1853851,-303.0745624,-293.9409356,-151.7098441
"('Amifostine', 'Vismodegib')",-227.1634358,-289.7521902,-298.6418183,-286.8020345,-292.1340127,-351.1962759,-399.7217005,-295.542803,-245.7126131,-301.0556179,-310.1180543,-323.7781643,-265.9792809,-303.4179502,-306.8693703,-285.9152307,-327.2872774,-281.3371949,-306.2929502,-295.8713884,-260.1772795,-246.2588383,-323.8540975,-345.249802,-296.4046775,-262.173572,-305.0347978,-296.2948752,-345.7633029,-317.0331811,-322.9763234,-337.7485438,-260.792362,-330.432895,-297.6393893,-308.8679028,-275.5284196,-294.969924,-301.1242103,-320.3354532,-327.4099899,-330.8190523,-268.015487,-304.0440598,-288.065692,-331.1937262,-288.5413958,-314.1311095,-279.7574261,-329.2806547,-286.9961289,-325.2477535,-270.1552206,-296.4796754,-254.3026362,-237.2034905,-306.7674791,-293.8792842,-315.1091657,-289.4036059
"('Hydroxyurea', 'Vismodegib')",-220.8203495,-243.5701424,-274.8067505,-246.6121098,-258.3827488,-333.1226374,-206.3176424,-187.1499694,-260.2237213,-287.1269209,-219.2442072,-296.1030668,-273.1957368,28.89660063,-264.4065232,-307.7730072,-130.5317763,-276.3667124,-267.9157016,-267.093876,-229.950701,-320.5744568,-273.1408539,-274.5810193,-202.894118,-227.2092931,-294.775796,-284.5075679,-299.4117456,-263.7914507,-254.1520806,-285.8676916,-292.028451,-217.67564,-246.9325677,-285.9750078,-264.6732957,-239.0973729,-270.9944334,-290.9056673,-251.182732,-310.2686361,-224.6101799,-305.176312,-278.3334394,-216.4983688,-284.919133,-201.9883482,-270.2254103,-280.893592,-248.374657,-305.3177329,-222.6037684,-261.1756519,-212.1598287,-278.5392581,-277.8839945,-301.41534,-283.0928306,-168.7782616
"('Exemestane', 'Vismodegib')",-205.2378215,-193.2305687,-225.0295937,-216.9211398,-140.1102902,-229.9175498,-225.5787398,-230.6998994,-150.2333864,-208.2804009,-183.8687205,-187.672533,-183.7686766,-153.373384,-198.876209,-211.8638499,-133.472432,-164.5281876,-205.9595515,-211.1853028,-174.1725538,-237.7317796,-193.1289668,-187.8994202,-174.378284,-186.0752809,-171.6431173,-173.1949091,-216.9816366,-159.1567795,-143.7653955,-188.4079595,-197.1920544,-197.443866,-191.5728594,-183.7256699,-174.4535519,-197.2459133,-157.7475637,-185.8396511,-162.5441171,-193.0161779,-163.4536193,-207.8532341,-225.5606491,-197.7803401,-160.8194441,-150.2545039,-218.6376995,-220.4364449,-191.1144462,-201.1470626,-177.7148421,-242.1967558,-200.9904934,-202.7658507,-197.8902922,-141.808537,-159.7269607,-146.6989768
"('Ifosfamide', 'Megestrol acetate')",-282.2650578,-293.1076747,-262.7252349,-307.4097422,-317.0985172,-365.751021,-250.2045755,-292.5668749,-305.8382615,-252.4597975,-288.1112895,-305.7742383,-280.1980882,-286.6606538,-331.2831103,-304.556629,-315.6536867,-277.3259792,-279.0156986,-276.6561853,-349.3225807,-278.1016633,-303.970852,-265.6716913,-323.3552098,-344.1399931,-271.6802654,-318.5698603,-218.6551716,-268.4342014,-304.6637609,-361.6056975,-307.4948134,-260.8387905,-278.6141874,-287.1436125,-322.4136075,-272.8307945,-301.0120349,-301.2388202,-247.3294727,-326.7922327,-283.831124,-316.4333882,-292.4843461,-285.1234203,-268.0766425,-268.1192321,-305.9169388,-276.9383065,-349.2880738,-277.8983155,-264.3549688,-287.0458007,-311.1269313,-307.0138977,-305.3005959,-230.629853,-293.1179892,-266.2280192
